Airline,NumFlights,AverageDelay,AverageDelay_CARRIER_DELAY,AverageDelay_WEATHER_DELAY,AverageDelay_NAS_DELAY,AverageDelay_SECURITY_DELAY,AverageDelay_LATE_AIRCRAFT_DELAY,Year,Month
WN,115144,9.73,10.92,1.74,9.05,0.04,22.54,2017,03
WN,112223,11.31,12.25,1.91,9.66,0.01,26.43,2017,04
WN,113239,13.02,12.52,1.96,9.31,0.03,25.89,2017,05
WN,115235,16.07,13.85,2.78,8.19,0.08,28.47,2017,06
WN,117975,14.69,13.47,2.77,7.92,0.05,27.02,2017,07
WN,116158,15.96,13.49,2.12,7.85,0.04,26.79,2017,08
WN,105614,9.28,13.7,1.92,8.22,0.03,24.46,2017,09
WN,110262,8.94,15.13,0.39,7.3,0.2,20.94,2017,10
WN,109016,8.44,17.61,0.66,5.91,0.39,23.33,2017,11
WN,111052,12.36,15.38,0.93,6.72,0.28,23.85,2017,12
9E,18234,16.73,25.33,12.73,18.68,0.0,28.21,2018,01
9E,17375,17.66,25.22,8.53,19.24,0.0,33.62,2018,02
9E,21272,12.59,22.29,2.34,14.17,0.08,24.92,2018,03
9E,20901,16.07,19.21,4.97,20.33,0.01,34.54,2018,04
9E,21097,12.98,22.12,6.64,20.89,0.0,26.44,2018,05
9E,21948,14.9,20.34,5.41,20.68,0.02,30.42,2018,06
9E,21462,17.38,16.65,6.1,29.41,0.0,32.88,2018,07
9E,22820,20.02,20.37,5.65,32.12,0.03,33.42,2018,08
9E,19676,12.46,16.91,4.16,26.27,0.0,27.32,2018,09
9E,20943,10.04,15.62,2.35,18.17,0.02,25.39,2018,10
9E,19499,14.48,16.5,4.05,18.38,0.05,29.51,2018,11
9E,20690,14.1,23.16,6.45,15.45,0.07,35.56,2018,12
AA,73598,10.31,22.52,3.29,13.36,0.11,20.43,2018,01
AA,68389,10.66,18.35,3.0,16.23,0.07,20.44,2018,02
AA,78208,9.31,21.75,1.57,10.94,0.13,20.15,2018,03
AA,74384,9.96,21.36,2.56,14.0,0.07,21.37,2018,04
AA,77957,14.25,20.88,3.74,15.97,0.05,26.51,2018,05
AA,78363,16.5,20.14,4.52,13.19,0.06,26.38,2018,06
AA,80736,19.33,20.23,4.72,15.07,0.1,27.12,2018,07
AA,80406,17.25,20.45,4.29,17.02,0.07,25.09,2018,08
AA,75129,12.99,21.15,4.34,17.35,0.6,22.5,2018,09
AA,78963,12.82,20.42,3.33,14.21,0.05,24.78,2018,10
AA,74564,11.41,21.93,2.67,14.74,0.09,21.07,2018,11
AA,76121,10.99,19.69,2.98,13.59,0.13,20.25,2018,12
AS,15312,4.9,13.53,1.25,17.27,0.22,13.83,2018,01
AS,14056,5.42,12.87,1.82,16.84,0.21,10.93,2018,02
AS,15937,4.78,10.99,1.63,15.93,0.31,11.5,2018,03
AS,21987,7.23,13.81,0.5,19.04,0.21,13.61,2018,04
AS,22974,7.67,12.87,0.92,21.07,0.13,12.04,2018,05
AS,23248,7.36,14.23,0.81,17.63,0.21,11.69,2018,06
AS,24329,8.18,17.02,0.89,17.89,0.19,13.85,2018,07
AS,23706,12.33,14.59,1.08,22.76,0.19,15.27,2018,08
AS,21129,6.2,13.06,0.66,20.12,0.17,11.19,2018,09
AS,21634,8.65,11.98,1.08,19.0,0.13,15.1,2018,10
AS,20577,10.37,11.76,3.45,21.34,0.17,20.19,2018,11
AS,20872,8.13,12.02,0.83,19.61,0.16,14.43,2018,12
B6,24871,24.11,27.81,2.08,12.73,0.17,33.37,2018,01
B6,22847,15.47,22.79,0.74,12.7,0.08,22.39,2018,02
B6,26500,20.61,22.96,1.3,10.62,0.14,25.6,2018,03
B6,25836,22.7,21.76,1.61,14.87,0.08,31.88,2018,04
B6,26513,19.13,20.59,1.43,15.54,0.12,27.04,2018,05
B6,25860,17.45,19.0,2.26,14.92,0.1,26.47,2018,06
B6,26671,24.3,19.61,3.6,20.31,0.1,32.59,2018,07
B6,26623,26.19,21.55,2.87,22.53,0.21,35.01,2018,08
B6,24427,14.04,18.06,2.32,21.75,0.06,23.06,2018,09
B6,24923,12.63,20.09,0.86,18.53,0.04,20.24,2018,10
B6,24589,19.66,24.23,0.93,17.32,0.11,27.07,2018,11
B6,25350,18.97,28.31,0.42,13.58,0.09,29.1,2018,12
DL,71254,12.51,23.23,13.81,18.92,0.02,22.03,2018,01
DL,66302,9.44,25.96,6.18,16.45,0.07,20.85,2018,02
DL,81365,8.57,23.17,6.08,14.2,0.08,15.28,2018,03
DL,79013,8.62,22.44,3.88,16.9,0.04,16.74,2018,04
DL,81735,9.45,22.21,3.85,17.83,0.08,15.27,2018,05
DL,83653,15.39,25.64,7.65,18.31,0.04,26.06,2018,06
DL,86544,13.49,21.72,6.09,21.76,0.04,24.87,2018,07
DL,87966,13.02,21.91,4.66,21.58,0.06,23.28,2018,08
DL,78075,7.28,21.16,3.2,18.29,0.08,14.97,2018,09
DL,82134,6.15,21.91,2.9,14.47,0.03,14.38,2018,10
DL,76236,10.23,18.35,4.37,16.77,0.01,17.44,2018,11
DL,75006,6.97,21.03,3.95,14.9,0.02,13.42,2018,12
EV,20166,18.24,31.08,3.99,19.37,0.0,27.53,2018,01
EV,17962,18.37,27.69,3.52,23.37,0.0,26.25,2018,02
EV,21016,13.26,31.7,1.38,19.35,0.0,23.64,2018,03
EV,17644,13.87,25.53,2.83,24.64,0.0,25.09,2018,04
EV,16661,13.38,28.12,4.66,28.15,0.0,21.77,2018,05
EV,16559,16.93,29.2,2.97,27.5,0.0,24.09,2018,06
EV,16548,16.93,27.89,2.5,26.7,0.0,26.74,2018,07
EV,17365,19.21,27.89,3.38,27.04,0.0,26.41,2018,08
EV,15456,16.62,23.25,3.14,25.2,0.0,24.94,2018,09
EV,15358,16.68,25.23,2.67,26.13,0.0,22.78,2018,10
EV,14273,20.71,28.64,2.84,26.1,0.0,26.45,2018,11
EV,13882,20.46,24.14,4.29,26.45,0.0,26.09,2018,12
F9,9707,19.65,20.78,0.93,13.3,0.0,40.67,2018,01
F9,8712,20.02,18.84,0.7,15.21,0.0,39.86,2018,02
F9,9377,14.47,19.01,1.1,16.36,0.0,30.07,2018,03
F9,9615,19.81,21.84,0.73,14.4,0.0,41.94,2018,04
F9,10297,23.08,18.95,0.64,15.74,0.0,43.3,2018,05
F9,10207,32.8,21.17,1.21,13.7,0.0,45.71,2018,06
F9,10687,30.18,19.12,1.29,15.05,0.0,38.82,2018,07
F9,10710,29.2,19.19,0.6,14.07,0.0,40.7,2018,08
F9,10352,25.96,24.5,0.38,10.64,0.0,39.13,2018,09
F9,10516,22.0,20.16,0.17,11.7,0.0,34.24,2018,10
F9,9939,19.78,18.59,0.55,14.22,0.0,30.67,2018,11
F9,9916,17.5,20.45,0.26,13.19,0.0,29.81,2018,12
G4,6814,14.58,24.58,5.0,9.59,0.21,27.28,2018,01
G4,7047,15.67,29.16,3.15,10.61,0.21,29.4,2018,02
G4,9276,15.59,27.52,2.23,9.76,0.31,29.39,2018,03
G4,8146,15.74,29.79,2.46,11.21,0.15,29.42,2018,04
G4,8033,20.32,35.04,2.92,10.36,0.14,35.05,2018,05
G4,9776,24.08,31.38,3.87,9.49,0.1,36.85,2018,06
G4,10325,24.24,23.25,5.58,12.97,0.06,35.82,2018,07
G4,8170,15.61,25.86,7.08,9.43,0.17,28.3,2018,08
G4,5724,12.25,26.91,6.68,6.93,0.14,27.9,2018,09
G4,7597,13.24,33.78,2.8,7.35,0.22,30.41,2018,10
G4,7641,14.48,24.92,2.79,11.8,0.22,28.12,2018,11
G4,7672,13.7,17.94,5.6,12.91,0.25,29.22,2018,12
HA,6627,5.44,26.53,4.33,0.88,0.5,11.19,2018,01
HA,5990,8.52,20.84,3.58,0.21,0.01,18.33,2018,02
HA,6871,5.87,23.43,1.34,1.05,0.12,14.19,2018,03
HA,6741,5.62,27.67,2.53,1.92,0.09,13.71,2018,04
HA,7054,4.21,27.6,1.51,0.94,0.03,11.81,2018,05
HA,7303,4.56,32.0,0.6,0.7,0.13,12.05,2018,06
HA,7397,3.47,31.73,0.19,0.83,0.25,8.64,2018,07
HA,7570,5.91,45.39,2.56,1.73,0.14,18.23,2018,08
HA,6920,4.42,39.01,0.41,0.48,0.13,10.62,2018,09
HA,7159,4.48,32.05,1.22,1.89,0.49,10.55,2018,10
HA,6877,3.4,29.47,1.3,1.11,0.09,8.76,2018,11
HA,7214,4.82,26.87,0.61,0.78,0.06,11.57,2018,12
MQ,22502,12.13,15.32,6.2,13.77,0.05,22.54,2018,01
MQ,20681,13.63,12.11,7.51,16.82,0.04,24.55,2018,02
MQ,23685,7.22,16.34,2.76,11.51,0.08,19.85,2018,03
MQ,24068,8.89,13.97,4.58,15.95,0.03,21.17,2018,04
MQ,25364,12.93,15.24,6.64,18.51,0.09,26.66,2018,05
MQ,25961,16.03,15.37,4.64,17.64,0.03,27.3,2018,06
MQ,26139,13.32,13.98,4.08,16.43,0.08,25.98,2018,07
MQ,26429,13.26,12.76,5.48,21.17,0.05,24.36,2018,08
MQ,24836,10.08,13.23,5.96,20.64,0.03,22.06,2018,09
MQ,26147,9.34,12.21,5.32,16.59,0.06,22.03,2018,10
MQ,24593,10.69,12.88,5.36,17.13,0.01,24.66,2018,11
MQ,25596,11.1,13.13,4.67,13.89,0.04,22.04,2018,12
NK,14180,10.36,17.51,1.2,30.12,0.17,17.35,2018,01
NK,12971,14.22,17.77,2.46,36.38,0.12,25.48,2018,02
NK,14841,9.76,16.64,1.89,30.22,0.09,19.85,2018,03
NK,14548,13.92,2.48,0.09,71.65,0.02,4.4,2018,04
NK,14889,15.42,13.26,3.95,38.3,0.17,23.92,2018,05
NK,15433,16.26,6.31,2.28,52.08,0.08,11.61,2018,06
NK,16093,19.82,13.44,4.18,37.66,0.05,22.84,2018,07
NK,16095,21.22,15.54,3.04,36.67,0.24,27.08,2018,08
NK,13917,11.94,16.21,2.27,37.1,0.15,21.62,2018,09
NK,13780,7.34,12.76,1.12,35.26,0.24,14.11,2018,10
NK,14418,11.56,14.25,0.88,33.42,0.73,15.66,2018,11
NK,15013,10.25,15.91,1.41,29.01,0.11,15.94,2018,12
OH,22210,16.61,18.03,3.27,9.28,0.14,32.15,2018,01
OH,20546,18.28,15.25,5.29,8.18,0.12,37.17,2018,02
OH,23295,12.02,17.15,1.93,7.55,0.06,26.22,2018,03
OH,23303,12.35,16.96,2.45,9.35,0.16,30.12,2018,04
OH,23869,16.82,16.49,6.03,12.0,0.09,34.27,2018,05
OH,23760,24.43,28.6,4.57,10.44,0.08,38.02,2018,06
OH,24352,17.68,15.18,6.5,12.46,0.08,34.96,2018,07
OH,24387,17.71,15.9,6.7,14.38,0.04,34.21,2018,08
OH,22939,12.25,15.72,5.49,12.18,0.06,31.41,2018,09
OH,23969,9.69,20.52,2.04,9.19,0.05,29.98,2018,10
OH,22766,12.62,17.97,1.94,9.18,0.08,34.14,2018,11
OH,23061,11.33,17.34,2.38,8.74,0.14,28.18,2018,12
OO,62194,19.6,29.82,5.95,13.46,0.15,36.25,2018,01
OO,55986,16.65,24.83,6.57,15.89,0.03,32.12,2018,02
OO,64597,11.5,23.71,4.22,16.07,0.06,26.21,2018,03
OO,62861,10.46,21.91,5.77,15.1,0.04,26.49,2018,04
OO,65157,14.82,23.2,8.57,19.12,0.22,30.95,2018,05
OO,66909,16.11,24.52,6.52,16.49,0.02,33.77,2018,06
OO,69455,14.28,25.59,6.69,13.59,0.08,29.71,2018,07
OO,70727,18.2,26.32,5.71,16.99,0.09,32.95,2018,08
OO,62749,10.96,24.23,7.21,15.01,0.05,26.89,2018,09
OO,66562,11.36,24.76,5.45,14.55,0.07,26.59,2018,10
OO,62263,14.63,21.92,7.06,17.57,0.07,28.16,2018,11
OO,64677,16.05,26.16,7.44,14.51,0.08,29.37,2018,12
UA,45384,9.8,16.32,5.34,20.11,0.0,22.19,2018,01
UA,41650,9.31,13.81,4.66,23.72,0.04,19.08,2018,02
UA,49800,10.2,16.72,3.35,21.72,0.0,23.35,2018,03
UA,49937,11.05,15.95,2.96,22.26,0.0,26.34,2018,04
UA,52816,15.0,15.35,4.66,25.75,0.0,27.85,2018,05
UA,55056,17.0,15.86,3.97,20.58,0.0,31.54,2018,06
UA,57209,18.5,17.59,4.73,20.21,0.0,33.55,2018,07
UA,57921,21.49,16.44,5.36,24.05,0.0,32.61,2018,08
UA,52905,11.69,16.22,5.17,23.65,0.0,24.6,2018,09
UA,55565,10.11,14.61,2.29,19.79,0.0,22.17,2018,10
UA,51792,14.18,15.17,4.62,22.54,0.0,25.37,2018,11
UA,51530,12.12,15.96,1.56,19.89,0.0,24.95,2018,12
VX,5824,8.18,14.3,0.84,23.63,0.3,11.01,2018,01
VX,5322,8.01,14.66,0.11,19.81,0.08,13.32,2018,02
VX,6524,15.87,16.48,0.59,25.43,0.28,16.71,2018,03
WN,109676,9.92,14.04,0.81,8.88,0.13,21.55,2018,01
WN,97017,12.4,14.11,0.81,8.63,0.12,21.64,2018,02
WN,116420,12.32,15.78,0.82,7.06,0.16,23.62,2018,03
WN,114117,13.78,16.73,0.87,7.13,0.09,26.37,2018,04
WN,116849,15.08,15.96,1.58,8.59,0.12,27.55,2018,05
WN,115939,14.34,16.47,1.9,8.28,0.16,27.34,2018,06
WN,120114,16.22,16.69,2.27,9.17,0.16,27.84,2018,07
WN,115534,13.63,17.0,2.08,10.47,0.11,25.55,2018,08
WN,106972,9.2,15.69,1.92,10.2,0.38,22.96,2018,09
WN,114663,9.68,15.2,0.99,8.22,0.11,22.25,2018,10
WN,112224,11.21,16.32,1.09,7.55,0.12,23.45,2018,11
WN,113027,12.78,16.39,0.73,6.63,0.25,23.87,2018,12
YV,16353,12.81,28.77,4.22,11.06,0.11,23.36,2018,01
YV,14630,15.96,21.14,7.62,12.81,0.17,29.13,2018,02
YV,16075,7.85,25.41,4.03,9.15,0.19,20.88,2018,03
YV,16726,8.89,27.82,4.08,11.67,0.1,22.3,2018,04
YV,17866,12.44,23.71,6.61,12.73,0.06,32.12,2018,05
YV,18527,14.14,23.03,7.12,9.54,0.09,32.18,2018,06
YV,19702,17.16,21.48,7.87,11.19,0.07,32.27,2018,07
YV,19986,17.44,26.47,7.45,10.61,0.1,34.02,2018,08
YV,18926,19.47,24.64,7.56,10.47,0.5,35.1,2018,09
YV,19306,18.65,25.87,6.89,11.18,0.2,33.54,2018,10
YV,18465,14.33,24.83,3.6,8.72,0.08,28.11,2018,11
YV,18576,16.49,27.29,6.37,11.0,0.09,29.9,2018,12
YX,25212,11.5,14.78,5.2,19.08,0.05,22.2,2018,01
YX,23248,10.18,13.74,2.19,21.96,0.09,21.27,2018,02
YX,26928,8.79,13.4,2.14,17.33,0.05,21.31,2018,03
YX,26219,11.39,14.55,4.13,22.68,0.02,25.29,2018,04
YX,27398,11.92,14.41,4.34,23.58,0.05,23.99,2018,05
YX,27691,14.23,17.37,3.23,20.94,0.03,25.22,2018,06
YX,27536,14.61,14.54,3.85,27.17,0.02,26.76,2018,07
YX,28258,14.95,14.05,3.84,27.79,0.07,26.92,2018,08
YX,25617,10.67,12.15,3.06,26.28,0.02,23.42,2018,09
YX,26882,9.19,12.24,1.27,22.32,0.03,20.79,2018,10
YX,25462,11.4,14.14,2.19,21.32,0.06,23.3,2018,11
YX,25639,9.54,13.38,2.3,19.88,0.03,21.98,2018,12
